Text,Sentiment,Positive
Beneficios de que?,positivo,1
Por%20fa%20mañana%20estoy%20en%20ica,positivo,1
Con quién quieres comunicarte,positivo,1
Disculpe que equipos,positivo,1
X favor puede enviarme el cronograma de pagos se lo agradeceria,positivo,1
Si ya paque que no sale en su sistema,positivo,1
No gracias ahi me envejesco y no acabo de pagar,positivo,1
Me piden código de p número de contrato y ni tengo el contrato no m,positivo,1
Por Dios el.dia de hoy me han llamado por lo menos unas 20 veces de,positivo,1
Cuota vencida de que no recuerdo,positivo,1
Ya pagamos....no jodan,positivo,1
"El numero 970086278 realizo una llamada, busca comunicarse contigo.",positivo,1
Por qu¿ 200 carajos,positivo,1
Buenas tardes disculpa por el momento aun no estoy trabajando ni bien empieza a trabajar me voy a ponerme al dia por favor gracias,positivo,1
solo esta vez y ahora no quieren ustedes ,positivo,1
Me molesta q no actualicen su base de datos y me llamen desde temprano y manden mensajes quiero poner una queja,positivo,1
Ahora no puedo por que me encuentro delicada de salud y Cuantas cuotas vencidas tengo,positivo,1
El ultimo msj vale.pregunta si esa entidad. colecta sac .bamco financiero...existe,positivo,1
No hice contratos con ONCOSALUD..No molestar,positivo,1
DE QUE PENALIDAD ME HABLA,positivo,1
Donde queda ese banco no conozco.,positivo,1
Cual equipos yo no debo nada a movistar he pagado de mas,positivo,1
"De donde le voy a pagar ,si aun sigo sin trabajo",positivo,1
"Cuanto asciende mi deuda, y como puedo pagarlo ",positivo,1
Porque ni le envian el mensaje al titular de la deuda,positivo,1
Yo he reprogramado,positivo,1
Antes de mandar el. Mensaje. Verifique su sistema yo ya pague gracias,positivo,1
Para poder cancelar el pago,positivo,1
Nose de q me envian esas amenazas,positivo,1
Me estafaron,positivo,1
"Estimado cliente tiene un plan de pagos especial en esta crisis,cancela tu deuda en FINANCIERA OH de S/10208 con S/2630. LLAMA AL 982046443.",positivo,1
Esta loko bcp no debo ningun puto sol,positivo,1
Pueden venir a cualquier hora,positivo,1
Quien es usted? Estoy marcando su numero Por favor conteste,positivo,1
Que sea la ultima vez que me envian estos mensajes no debo nada,positivo,1
Tengo un familiar hospitalisado x favor,positivo,1
No tengo deuda,positivo,1
Hace dos meses xfavor,positivo,1
K no es mañana 19 yo pago de acuerdo al cronograma es mañana o m ekiboco,positivo,1
De que entidad es ,positivo,1
Buenas tardes me podra decir de q contrato me hablan? Si yo no hecho ningun contrato con nadie,positivo,1
Llamo a estos numeros y no responden,positivo,1
De que banco son?,positivo,1
Agradeceria enviarme el importe de la cuenta pendiente que se ha dejado de cobrar.Por este medioAgradeciendo de antemano.,positivo,1
No tengo plata para cancelar mi cuota estoy en bancarota,positivo,1
Q page,positivo,1
Ola kien eres,positivo,1
Por favor me oodrian reprogramar nuevamente mi cuenta.,positivo,1
Como puedo pagar en casnet,positivo,1
Ya e pagado ayer,positivo,1
En un agente del bcp,positivo,1
Ya pague el sábado Revisen bien antes de molestar,positivo,1
He presentado mi solicitud de reprogramacion el 24 de agosto y me han contestado que mi solicitud esta en evaluacion.,positivo,1
Disculoe quiero seguir trabajando con ustedes. Pero xcahorabestoy en peovincia cuidando a mis papas q estan mal dw salud xq son ya mayores,positivo,1
"Buenas tardes, bastante insistencia para hacer el cobro",positivo,1
omar otras medidas,positivo,1
No unsitir,positivo,1
El mes de octubre lo pague el mes pasado,positivo,1
Alas 4 rarde,positivo,1
Con fecha 20/10/2018.,positivo,1
Dejen de estar mandando msj,positivo,1
Qqqq tan locos dementes enfermos,positivo,1
Ya cancelé la boleta,positivo,1
"No tengo ni para comer, tiene que esperar que mejoren las cosas ",positivo,1
"S. Sres. Caja Sullana, buen dia, ya esta abonado cuota de crédito",positivo,1
El mío es de moto cuesta ese precio 70 soles?,positivo,1
"El numero 964782082 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ahora dignese a responder ya q Ud me envio el mensaje gracias,positivo,1
"Andate al Carajo, estafador",positivo,1
Ya realize mi pago,positivo,1
Buenas nochessss...ya cancele fijese ok,positivo,1
Si s vence el 12 d oct,positivo,1
Disculpen la demora pero ustedes comprenderan q no se pudo cancelar por obvias razones me tuve q quedar con los productos d campaña 5 porque me imaginé q,positivo,1
"El numero 928322152 realizo una llamada, busca comunicarse contigo.",positivo,1
Les digo q yo no les debo,positivo,1
Si entel no agarra en las minas,positivo,1
Ya pague mierda no jodan,positivo,1
Si digame ,positivo,1
De cuanto es el préstamo pre aprobado,positivo,1
Quien eres Carlos Enrique y que deseas?,positivo,1
Sres su tienda esta cerrada de chimu,positivo,1
Ya coordiné. Ya le di mi direccion.,positivo,1
Yo no tengo deuda en Mi banco,positivo,1
No made tonterias??,positivo,1
No soy Katherine pero te informo ella trabaja en el municipio d Sa,positivo,1
Qq si yo no tengo ningun equipo,positivo,1
"Y por qué no descontaron , de qué mes es lo que no pagué",positivo,1
Su Dni por favor,positivo,1
"Estimado cliente, se le ha devuelto 0.040 soles correspondientes a su saldo retenido. Movistar.",positivo,1
Digame porfavor,positivo,1
Buenos dia este numero es mio la titutular ya la uvico porq es mo ex henamorada no tengo ña manera de como darle este mensaje,positivo,1
Yo no tengo plata para pagar y a demas no estoy trabajando x la pandemia q Nos dejo sin trabajo,positivo,1
992774652,positivo,1
Como hago no me contestan a ese numero.,positivo,1
Y paguen en el banco y ko envien mensajes  sin estar informados ,positivo,1
buenas noches por que me manda tantos mensajes deque  tengo que pagar el 20 mi cuota mensual es cada 10 de  cada mes asi que por favor informese bien ant,positivo,1
Le estoy llamando me puede decir la urgencia por FA,positivo,1
"El numero 942649869 quiere comunicarse contigo, si deseas llamalo.",positivo,1
No se por que me mandan estos msj.yo no debo nadaaaaaaa,positivo,1
si ya page ,positivo,1
Cuota de que?,positivo,1
"Hola, te quise llamar pero no tengo saldo, llamame 51991529971.",positivo,1
"Hola buenas tarde disculpe yo ya pagué el dia viernes, por eso te estuve llamando .",positivo,1
Gracias%20señora%20por%20el%20recordatorio%20es%20señorita%20gracias%20,positivo,1
"El numero 988437160 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Por motivos de Desempleo Si pudieran aplazar mis pagos seria aplaudible. Gracias,positivo,1
Se.Dr efectiva kisiera reprogramacion de cuotas x covi19,positivo,1
Ya pague señores q quieren mas?,positivo,1
"El numero 985629136 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Que beneficios ??,positivo,1
No entiendo de que me habla,positivo,1
Ok en estos dias estoy cancelando,positivo,1
Porfavor me hacerco el sabado.... gracias.,positivo,1
El propietario de este numero,positivo,1
Tengo tiempo todavía,positivo,1
Quiero que sean mas paciente y comprensible gracias,positivo,1
Ya pague el dia lunes,positivo,1
Ya e cancelado ayer,positivo,1
"Van ocho mensaje, por favor ya cancese. Esto es un acoso.",positivo,1
Si ayer,positivo,1
"Si gracias antes de as 3 pm voy,disculpen aveces no es como uno se piensa",positivo,1
"El numero 950400525 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Si no van a contestar no molestar,positivo,1
No tengo cuota..,positivo,1
Y yo no tengo ninguna deuda con el BCP. Casi a diario recibo llamadas del banco ya  por favor yo vivo en Rocafuerte mza 17 lte 03 si lo desean vengan a v,positivo,1
 de esta semana que viene dos semanas juntas espero su comprension   Gracias,positivo,1
"El numero 955931748 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ya lo pago,positivo,1
Tengo que pagar 1050,positivo,1
Me puedes indicar tu nombre,positivo,1
Quién eres?,positivo,1
Estar¿ pagando el dia lunes,positivo,1
"Buenas tardes. Le pregunté,con respecto a mi reprogramación de mi d",positivo,1
No esten cobrando cada uno sabe sus responsabilidades.,positivo,1
Ya pague,positivo,1
"El numero 920763845 realizo una llamada, busca comunicarse contigo.",positivo,1
Ya le dije que ya page,positivo,1
Actualizan su sistema por favor yo no debo nada a derrama,positivo,1
Te vas al carajo de que te debo dime imbecil,positivo,1
Ya%20pague%20señores,positivo,1
Un favor dime a quien cliente le esta buscando por favor a quien y ustedes no dice el dato. Del cliente. Si so yo prefiero favoe yo no hice ni. Contacto,positivo,1
"Hola, cuanto seria el pago",positivo,1
"Srs.de caja sullana,el dia de ayer me acerque a la of. Caraz,para dialogar que porque se me a reprogramado sin consultar a mi peramsona,aplicandome demas",positivo,1
Porque no me.dan gb,positivo,1
SRTA YO AHORITA NO ESTOY TRABAJANDO YO HIBA A IR PARA QUE ME DEN UN PLAZO MAS PARA PAGAR USTEDES SABEN COMO ESTAMOS EN ESTA SITUACION X FAVOR DEANME PLAZ,positivo,1
"El numero 958448745 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ud pueden venir a recojer cuando deseen no ay problema..,positivo,1
No debo,positivo,1
Me comprometi a pagar pero la emergencia no espera ,positivo,1
Ya pagu¿ estoy a la espera de mi carta de no adeudo... Me dijeron en 15 dias... Pero hasta el momento nada,positivo,1
Arreglen su servicio de banca movil,positivo,1
Deja de joder ya pagué todo no ves en el sistema,positivo,1
ya page,positivo,1
Ya%20se%20realizó%20el%20pago%20hace%20dos%20horas%20,positivo,1
No responden el mensaje a ese nunero,positivo,1
Yo me compre un ship y me vino este numero,positivo,1
"Amigos yo estoy pagando tengo mis recibos ne facilito una trabajadora de la derrama de chepen y no estoy atrasada, ahora me toca pagar la de este mes por",positivo,1
"Hola Grace, cuanto tengo preaprobado",positivo,1
"Q me llamen para entregarselos ,me he mudado",positivo,1
Hoy%20recien%20se%20cumple%20la%20fecha%20,positivo,1
Y como chucha no comunican para decirme de las reprogramaciones q supuestamente me an echo y yo ni enteredo ,positivo,1
Por favor indicarme cuando esté el trámite para REACTIVA PERÚ,positivo,1
amigos disculpe la molestia cuando me envian mi estado de cuenta ya q mi tarjeta se perdio en julio del 2019 y despues de la fecha realice 2 depocitos de,positivo,1
Buenas tardes que solucion me tienen de la carta que presenté para que me den mi carta de no adeudo,positivo,1
Que? A mi me estan descontando,positivo,1
Voy a rastrear tus números para saber quién eres.,positivo,1
Reprogramelo xfavor xq aun no estoy trabajando,positivo,1
Kienes son,positivo,1
"Disculpe%20,%20a%20qué%20equipos%20de%20refiere?%20Ahi%20tienen%20mi%20numero,%20si%20gustan%20me%20llaman",positivo,1
Y yo no devo nd,positivo,1
Hola quién eres,positivo,1
Revise bien su sistema. Creo están equivocados.,positivo,1
Quien chucha les debe,positivo,1
En donde dejo la caja de ese pedido,positivo,1
Asi q dejen d mandar msjs a mi celular ok,positivo,1
Y a nombre de quien esta ,positivo,1
Estan equivocado con El monto no es asi yo no voy a pagar esa cantidad es un error voy a conversar con mi analista,positivo,1
Ya pagu¿,positivo,1
Disculpen yo soy Rosario espinoza ortega. Mi padre es Rosario espinoza vega que fallecio hace 3 meses.,positivo,1
Yo tb necesito ayuda,positivo,1
Los equipos se quedaron en la casa donde alquilaba yo estoy en provincia,positivo,1
Con tu tarjeta rctm,positivo,1
El lunes lo pago,positivo,1
"Disculpa, yo ya pague mi cuota del mes de agosto",positivo,1
devolver equipos. Agradecere me informen la solucion ya que he recibido numerosas llamadas para lo mismo y me han dicho que iban a solucionarlo pero par,positivo,1
De que equipos,positivo,1
Buenas noches yo no tengo deuda por favor no molestar se agradece,positivo,1
Mi linea es entel carajo,positivo,1
Cuantas debo,positivo,1
Yo no estoy debiendo,positivo,1
Tengo 200 soles. Puedo liquidar deuda con 200 soles???,positivo,1
¿¿¿,positivo,1
Disculpe asta q ora atienden para ir a cancelar,positivo,1
"Srs no tengo deuda con RIPLEY, agradeceré no ENVIARME MENSAJES",positivo,1
Sres yo no tengo ninguna cta o deuda con uds por favor no insistir gracias.,positivo,1
"Me saq la Tinka, no requiero",positivo,1
abilidades coml siempre lo he hecho .  Gracias ,positivo,1
"Yo no tengo ninguna deuda con citibank, dejen de molestarme",positivo,1
"El numero 932778338 realizo una llamada, busca comunicarse contigo.",positivo,1
Por favor puede darme el monto a pagar??,positivo,1
"El numero 943295830 realizo una llamada, busca comunicarse contigo.",positivo,1
Amigo yo no debo al contrario m deben,positivo,1
Buenos dias. Yo no tengo deuda con ustedes.,positivo,1
No quiero ctmr,positivo,1
cancelado la deuda,positivo,1
Yo no tengo celular claro que deuda me hablas verifique bien,positivo,1
Ya se pagaron hace dias,positivo,1
"El numero 957530115 realizo una llamada, busca comunicarse contigo.",positivo,1
De que equipos me están hablando?,positivo,1
Llamame ,positivo,1
Qui3n er3w,positivo,1
Por favor inversiones la cruz esperenme porfavor yoo me voy acercar,positivo,1
???? Quien es utd,positivo,1
Buenas noches no se con quien desean hablar no se q significa INF por favor digame si es un banco graciad,positivo,1
Claro deje de joder,positivo,1
Y nunca debo al BCP,positivo,1
Ayer envié el aviso de Transferencia por el monto total pendiente. Coordiné con la Srta. Fidela Félix.,positivo,1
K es cuotas especiales????,positivo,1
Ya envie a cancelar hoy,positivo,1
Ya pague mi deuda,positivo,1
Hola Buenas Tardes.,positivo,1
Pudrete usurero no tengo ni pa comer y te voy a pagar,positivo,1
Cual oferto cagadas,positivo,1
"El numero 920223474 realizo una llamada, busca comunicarse contigo.",positivo,1
Señorita le doy el Numero de el amigo de mi hermano para que le llamé,positivo,1
Q deuda carajo yo tengo nada q ver con ustedes.,positivo,1
Disculpe cual es Luren!?? ,positivo,1
Buenas tardes a ke se refiere,positivo,1
  No mandé mensaje si no responde la llamad,positivo,1
"No tengo ninguna cuota pendiente, todo cancele, tengo la boleta del mes de mayo, cancelado el dia 26 de mayo.",positivo,1
"Yo tengo mi cuenta en el banco de la nacion ,no tengo otra cuenta en otro banco y solisito mi bono en mi cuenta del banco de la nacion .",positivo,1
Se pasan realmen4,positivo,1
Disculpa la cuota se vende el dia 9 de octubre,positivo,1
Cual cronograma si yo ya cancele mi deuda con ustedes hacer 2 meses,positivo,1
Disculpe con quién desean comunicarse,positivo,1
No voy a poder pagar este mes estoy en Lima mi zona es Tumbes x favor no estoy trabajando por emergencia gracias,positivo,1
"Si si, ahora anda a estafar a otro ctmre",positivo,1
Ya pague ahorita,positivo,1
La cuota esta pagada hasts el 02 de octubre porque estan cobrando con tiempo... Por favor.,positivo,1
"Estoy%20en%20el%20ejercito%20perdon%20,%20cuanto%20debo",positivo,1
Cuál cuota oe? ,positivo,1
No acorde por 48 meses,positivo,1
Ya pague en un agente,positivo,1
Ah si? Engaña a otro concha de tu madre,positivo,1
Por que me escribe de cuál Edgar ud me habla,positivo,1
algo mas señor,positivo,1
Ok lo pago,positivo,1
"El numero 959031420 realizo una llamada, busca comunicarse contigo.",positivo,1
"Ya, ¿y?",positivo,1
a mi nadie me informo que me iban a aumentar cuotas. Ademas hemos estado en estado de emergencia. Atte Leydi fabiola Farfan Silupu,positivo,1
"El numero 966596512 realizo una llamada, busca comunicarse contigo.",positivo,1
Señores buenos dias estoy viendo la forma como recuperar mis joyas ..asimismo recuperar mi dinero invertido poco a poco y poder pagar la totalidad de mi ,positivo,1
El sr.no puede pagar esta con el covid19 asi q no molestar.,positivo,1
No entiendo a k se refiere,positivo,1
"Ya pague, su app p¿sima no se puede pagar desde ahi",positivo,1
De que banco me escriben. Estoy sin trabajo mas de un año. Lo pueden verificar en los sistemas. Sin trabajo no puedo asumir mis pagos,positivo,1
